year,county,Description,LineCode,GeoFips,GDP_Change
2013,Hinsdale,Government and government enterprises,83.0,8053,3
2013,Huerfano,All industry total,1.0,8055,7
2013,Huerfano,Private industries,2.0,8055,7.9
2013,Huerfano,"Agriculture, forestry, fishing and hunting",3.0,8055,156.9
2013,Huerfano,Real estate and rental and leasing,56.0,8055,-2.3
2013,Huerfano,Government and government enterprises,83.0,8055,0.1
2013,Jackson,All industry total,1.0,8057,13
2013,Jackson,Private industries,2.0,8057,16.4
2013,Jackson,"Agriculture, forestry, fishing and hunting",3.0,8057,71.3
2013,Jackson,Real estate and rental and leasing,56.0,8057,(D)
2013,Jackson,Government and government enterprises,83.0,8057,-0.4
2013,Jefferson,All industry total,1.0,8059,3.1
2013,Jefferson,Private industries,2.0,8059,3.7
2013,Jefferson,"Agriculture, forestry, fishing and hunting",3.0,8059,106.7
2013,Jefferson,Real estate and rental and leasing,56.0,8059,-2.3
2013,Jefferson,Government and government enterprises,83.0,8059,-1.3
2013,Kiowa,All industry total,1.0,8061,30.8
2013,Kiowa,Private industries,2.0,8061,37.3
2013,Kiowa,"Agriculture, forestry, fishing and hunting",3.0,8061,(D)
2013,Kiowa,Real estate and rental and leasing,56.0,8061,(D)
2013,Kiowa,Government and government enterprises,83.0,8061,-2.3
2013,Lake,All industry total,1.0,8065,-1.4
2013,Lake,Private industries,2.0,8065,-1.4
2013,Lake,"Agriculture, forestry, fishing and hunting",3.0,8065,(D)
2013,Lake,Real estate and rental and leasing,56.0,8065,-1.9
2013,Lake,Government and government enterprises,83.0,8065,-1.2
2013,Larimer,All industry total,1.0,8069,6.9
2013,Larimer,Private industries,2.0,8069,4.1
2013,Larimer,"Agriculture, forestry, fishing and hunting",3.0,8069,-9.9
2013,Larimer,Real estate and rental and leasing,56.0,8069,-0.8
2013,Larimer,Government and government enterprises,83.0,8069,22.6
2013,Lincoln,All industry total,1.0,8073,15.5
2013,Lincoln,Private industries,2.0,8073,19.1
2013,Lincoln,"Agriculture, forestry, fishing and hunting",3.0,8073,(D)
2013,Lincoln,Real estate and rental and leasing,56.0,8073,-4
2013,Lincoln,Government and government enterprises,83.0,8073,2.3
2013,Logan,All industry total,1.0,8075,1.6
2013,Logan,Private industries,2.0,8075,1.5
2013,Logan,"Agriculture, forestry, fishing and hunting",3.0,8075,-8
2013,Logan,Real estate and rental and leasing,56.0,8075,-2.2
2013,Logan,Government and government enterprises,83.0,8075,2.6
2013,Mesa,All industry total,1.0,8077,0.3
2013,Mesa,Private industries,2.0,8077,0.2
2013,Mesa,"Agriculture, forestry, fishing and hunting",3.0,8077,33.2
2013,Mesa,Real estate and rental and leasing,56.0,8077,-1.9
2013,Mesa,Government and government enterprises,83.0,8077,1.1
2013,Mineral,All industry total,1.0,8079,12.2
2013,Mineral,Private industries,2.0,8079,12.3
2013,Mineral,"Agriculture, forestry, fishing and hunting",3.0,8079,(D)
2013,Mineral,Real estate and rental and leasing,56.0,8079,(D)
2013,Mineral,Government and government enterprises,83.0,8079,10.4
2013,Moffat,All industry total,1.0,8081,-2.5
2013,Moffat,Private industries,2.0,8081,-2.2
2013,Moffat,"Agriculture, forestry, fishing and hunting",3.0,8081,21
2013,Moffat,Real estate and rental and leasing,56.0,8081,-3.8
2013,Moffat,Government and government enterprises,83.0,8081,-5.2
2013,Montezuma,All industry total,1.0,8083,-13.1
2013,Montezuma,Private industries,2.0,8083,-14.6
2013,Montezuma,"Agriculture, forestry, fishing and hunting",3.0,8083,26.4
2013,Montezuma,Real estate and rental and leasing,56.0,8083,-6.2
2013,Montezuma,Government and government enterprises,83.0,8083,-0.1
2013,Montrose,All industry total,1.0,8085,-0.1
2013,Montrose,Private industries,2.0,8085,-0.4
2013,Montrose,"Agriculture, forestry, fishing and hunting",3.0,8085,-6.4
2013,Montrose,Real estate and rental and leasing,56.0,8085,-2.8
2013,Montrose,Government and government enterprises,83.0,8085,1.1
2013,Morgan,All industry total,1.0,8087,2.3
2013,Morgan,Private industries,2.0,8087,2.6
2013,Morgan,"Agriculture, forestry, fishing and hunting",3.0,8087,1.5
2013,Morgan,Real estate and rental and leasing,56.0,8087,-2.5
2013,Morgan,Government and government enterprises,83.0,8087,-1.1
2013,Otero,All industry total,1.0,8089,5.5
2013,Otero,Private industries,2.0,8089,6.3
2013,Otero,"Agriculture, forestry, fishing and hunting",3.0,8089,27.4
2013,Otero,Real estate and rental and leasing,56.0,8089,-2.9
2013,Otero,Government and government enterprises,83.0,8089,1.6
2013,Ouray,All industry total,1.0,8091,17.7
2013,Ouray,Private industries,2.0,8091,19.8
2013,Ouray,"Agriculture, forestry, fishing and hunting",3.0,8091,(D)
2013,Ouray,Real estate and rental and leasing,56.0,8091,-2.8
2013,Ouray,Government and government enterprises,83.0,8091,2.2
2013,Park,All industry total,1.0,8093,0.4
2013,Park,Private industries,2.0,8093,0.9
2013,Park,"Agriculture, forestry, fishing and hunting",3.0,8093,(D)
2013,Park,Real estate and rental and leasing,56.0,8093,-2.3
2013,Park,Government and government enterprises,83.0,8093,-2.6
2013,Phillips,All industry total,1.0,8095,-10
2013,Phillips,Private industries,2.0,8095,-11.3
2013,Phillips,"Agriculture, forestry, fishing and hunting",3.0,8095,-34.2
2013,Phillips,Real estate and rental and leasing,56.0,8095,(D)
2013,Phillips,Government and government enterprises,83.0,8095,-1.6
2013,Pitkin,All industry total,1.0,8097,7.6
2013,Pitkin,Private industries,2.0,8097,8.2
2013,Pitkin,"Agriculture, forestry, fishing and hunting",3.0,8097,(D)
2013,Pitkin,Real estate and rental and leasing,56.0,8097,9
2013,Pitkin,Government and government enterprises,83.0,8097,2.3
2013,Prowers,All industry total,1.0,8099,8.3
2013,Prowers,Private industries,2.0,8099,9.7
2013,Prowers,"Agriculture, forestry, fishing and hunting",3.0,8099,27.8
2013,Prowers,Real estate and rental and leasing,56.0,8099,-3
2013,Prowers,Government and government enterprises,83.0,8099,-0.1
2013,Pueblo,All industry total,1.0,8101,0.1
2013,Pueblo,Private industries,2.0,8101,0.1
2013,Pueblo,"Agriculture, forestry, fishing and hunting",3.0,8101,16
2013,Pueblo,Real estate and rental and leasing,56.0,8101,-1.9
2013,Pueblo,Government and government enterprises,83.0,8101,0
2013,Routt,All industry total,1.0,8107,-2.8
2013,Routt,Private industries,2.0,8107,-2.9
2013,Routt,"Agriculture, forestry, fishing and hunting",3.0,8107,7.2
2013,Routt,Real estate and rental and leasing,56.0,8107,2.1
2013,Routt,Government and government enterprises,83.0,8107,-0.4
2013,Saguache,All industry total,1.0,8109,13.3
2013,Saguache,Private industries,2.0,8109,15.5
2013,Saguache,"Agriculture, forestry, fishing and hunting",3.0,8109,63.5
2013,Saguache,Real estate and rental and leasing,56.0,8109,-2.1
2013,Saguache,Government and government enterprises,83.0,8109,3.1
2013,Sedgwick,All industry total,1.0,8115,-5.7
2013,Sedgwick,Private industries,2.0,8115,-6.6
2013,Sedgwick,"Agriculture, forestry, fishing and hunting",3.0,8115,(D)
2013,Sedgwick,Real estate and rental and leasing,56.0,8115,(D)
2013,Sedgwick,Government and government enterprises,83.0,8115,1.1
2013,Summit,All industry total,1.0,8117,3.1
2013,Summit,Private industries,2.0,8117,3.2
2013,Summit,"Agriculture, forestry, fishing and hunting",3.0,8117,(D)
2013,Summit,Real estate and rental and leasing,56.0,8117,-0.7
2013,Summit,Government and government enterprises,83.0,8117,1.5
2013,Teller,All industry total,1.0,8119,0.7
2013,Teller,Private industries,2.0,8119,0.8
2013,Teller,"Agriculture, forestry, fishing and hunting",3.0,8119,(D)
2013,Teller,Real estate and rental and leasing,56.0,8119,-2
2013,Teller,Government and government enterprises,83.0,8119,-0.1
2013,Washington,All industry total,1.0,8121,-2.5
2013,Washington,Private industries,2.0,8121,-2.8
2013,Washington,"Agriculture, forestry, fishing and hunting",3.0,8121,-10.1
2013,Washington,Real estate and rental and leasing,56.0,8121,(D)
2013,Washington,Government and government enterprises,83.0,8121,0.2
2013,Weld,All industry total,1.0,8123,15.1
2013,Weld,Private industries,2.0,8123,15.9
2013,Weld,"Agriculture, forestry, fishing and hunting",3.0,8123,4.7
2013,Weld,Real estate and rental and leasing,56.0,8123,-3
2013,Weld,Government and government enterprises,83.0,8123,5.7
2013,Yuma,All industry total,1.0,8125,-6.7
2013,Yuma,Private industries,2.0,8125,-7.5
2013,Yuma,"Agriculture, forestry, fishing and hunting",3.0,8125,-26.9
2013,Yuma,Real estate and rental and leasing,56.0,8125,-4.5
2013,Yuma,Government and government enterprises,83.0,8125,3.9
2014,Adams,All industry total,1.0,8001,9.8
2014,Adams,Private industries,2.0,8001,10.3
2014,Adams,"Agriculture, forestry, fishing and hunting",3.0,8001,(D)
2014,Adams,Real estate and rental and leasing,56.0,8001,2.8
2014,Adams,Government and government enterprises,83.0,8001,6.9
2014,Alamosa,All industry total,1.0,8003,4.1
2014,Alamosa,Private industries,2.0,8003,4.5
2014,Alamosa,"Agriculture, forestry, fishing and hunting",3.0,8003,-18.4
2014,Alamosa,Real estate and rental and leasing,56.0,8003,0.1
2014,Alamosa,Government and government enterprises,83.0,8003,2.5
2014,Arapahoe,All industry total,1.0,8005,6.4
2014,Arapahoe,Private industries,2.0,8005,6.6
2014,Arapahoe,"Agriculture, forestry, fishing and hunting",3.0,8005,-18.8
2014,Arapahoe,Real estate and rental and leasing,56.0,8005,6.8
2014,Arapahoe,Government and government enterprises,83.0,8005,3.8
2014,Archuleta,All industry total,1.0,8007,9.8
2014,Archuleta,Private industries,2.0,8007,9.9
2014,Archuleta,"Agriculture, forestry, fishing and hunting",3.0,8007,-52.4
2014,Archuleta,Real estate and rental and leasing,56.0,8007,1.9
2014,Archuleta,Government and government enterprises,83.0,8007,9.2
2014,Baca,All industry total,1.0,8009,-20.6
2014,Baca,Private industries,2.0,8009,-25.7
2014,Baca,"Agriculture, forestry, fishing and hunting",3.0,8009,-50.2
2014,Baca,Real estate and rental and leasing,56.0,8009,(D)
2014,Baca,Government and government enterprises,83.0,8009,4.5
2014,Bent,All industry total,1.0,8011,-7.5
2014,Bent,Private industries,2.0,8011,-8.8
2014,Bent,"Agriculture, forestry, fishing and hunting",3.0,8011,-19.6
2014,Bent,Real estate and rental and leasing,56.0,8011,(D)
2014,Bent,Government and government enterprises,83.0,8011,0.8
2014,Boulder,All industry total,1.0,8013,4.8
2014,Boulder,Private industries,2.0,8013,4.7
2014,Boulder,"Agriculture, forestry, fishing and hunting",3.0,8013,-32.3
2014,Boulder,Real estate and rental and leasing,56.0,8013,5.2
2014,Boulder,Government and government enterprises,83.0,8013,5.6
2014,Broomfield,All industry total,1.0,8014,-6.8
2014,Broomfield,Private industries,2.0,8014,-7
2014,Broomfield,"Agriculture, forestry, fishing and hunting",3.0,8014,(D)
2014,Broomfield,Real estate and rental and leasing,56.0,8014,0.5
2014,Broomfield,Government and government enterprises,83.0,8014,6.5
2014,Chaffee,All industry total,1.0,8015,5.7
2014,Chaffee,Private industries,2.0,8015,5.5
2014,Chaffee,"Agriculture, forestry, fishing and hunting",3.0,8015,-19.2
2014,Chaffee,Real estate and rental and leasing,56.0,8015,-0.9
2014,Chaffee,Government and government enterprises,83.0,8015,6.5
2014,Cheyenne,All industry total,1.0,8017,-16.2
2014,Cheyenne,Private industries,2.0,8017,-17.6
2014,Cheyenne,"Agriculture, forestry, fishing and hunting",3.0,8017,-50.5
2014,Cheyenne,Real estate and rental and leasing,56.0,8017,(D)
2014,Cheyenne,Government and government enterprises,83.0,8017,6.6
2014,Conejos,All industry total,1.0,8021,5.4
2014,Conejos,Private industries,2.0,8021,6.8
2014,Conejos,"Agriculture, forestry, fishing and hunting",3.0,8021,38.8
2014,Conejos,Real estate and rental and leasing,56.0,8021,(D)
2014,Conejos,Government and government enterprises,83.0,8021,-1.5
2014,Costilla,All industry total,1.0,8023,-0.4
2014,Costilla,Private industries,2.0,8023,-1.4
2014,Costilla,"Agriculture, forestry, fishing and hunting",3.0,8023,-21.1
2014,Costilla,Real estate and rental and leasing,56.0,8023,(D)
2014,Costilla,Government and government enterprises,83.0,8023,4.2
2014,Crowley,All industry total,1.0,8025,0.5
2014,Crowley,Private industries,2.0,8025,-1.1
2014,Crowley,"Agriculture, forestry, fishing and hunting",3.0,8025,(D)
2014,Crowley,Real estate and rental and leasing,56.0,8025,(D)
2014,Crowley,Government and government enterprises,83.0,8025,5
2014,Custer,All industry total,1.0,8027,7.7
2014,Custer,Private industries,2.0,8027,7.9
2014,Custer,"Agriculture, forestry, fishing and hunting",3.0,8027,-31.4
2014,Custer,Real estate and rental and leasing,56.0,8027,(D)
2014,Custer,Government and government enterprises,83.0,8027,5.8
2014,Delta,All industry total,1.0,8029,-3.5
2014,Delta,Private industries,2.0,8029,-4.6
2014,Delta,"Agriculture, forestry, fishing and hunting",3.0,8029,253
2014,Delta,Real estate and rental and leasing,56.0,8029,0.8
2014,Delta,Government and government enterprises,83.0,8029,2
2014,Denver,All industry total,1.0,8031,6.6
2014,Denver,Private industries,2.0,8031,6.6
2014,Denver,"Agriculture, forestry, fishing and hunting",3.0,8031,-1.4
2014,Denver,Real estate and rental and leasing,56.0,8031,5.2
2014,Denver,Government and government enterprises,83.0,8031,6.6
2014,Dolores,All industry total,1.0,8033,97.6
2014,Dolores,Private industries,2.0,8033,106.2
2014,Dolores,"Agriculture, forestry, fishing and hunting",3.0,8033,(D)
2014,Dolores,Real estate and rental and leasing,56.0,8033,(D)
2014,Dolores,Government and government enterprises,83.0,8033,7.8
2014,Douglas,All industry total,1.0,8035,6.9
2014,Douglas,Private industries,2.0,8035,7
2014,Douglas,"Agriculture, forestry, fishing and hunting",3.0,8035,-0.5
2014,Douglas,Real estate and rental and leasing,56.0,8035,7.8
2014,Douglas,Government and government enterprises,83.0,8035,5.7
2014,Eagle,All industry total,1.0,8037,8.2
2014,Eagle,Private industries,2.0,8037,8.4
2014,Eagle,"Agriculture, forestry, fishing and hunting",3.0,8037,119
2014,Eagle,Real estate and rental and leasing,56.0,8037,17.3
2014,Eagle,Government and government enterprises,83.0,8037,5.3
2014,Elbert,All industry total,1.0,8039,1.6
2014,Elbert,Private industries,2.0,8039,1.6
2014,Elbert,"Agriculture, forestry, fishing and hunting",3.0,8039,6.5
2014,Elbert,Real estate and rental and leasing,56.0,8039,2.2
2014,Elbert,Government and government enterprises,83.0,8039,1.3
2014,Fremont,All industry total,1.0,8043,5
2014,Fremont,Private industries,2.0,8043,5.9
2014,Fremont,"Agriculture, forestry, fishing and hunting",3.0,8043,(D)
2014,Fremont,Real estate and rental and leasing,56.0,8043,-0.9
2014,Fremont,Government and government enterprises,83.0,8043,3.4
2014,Garfield,All industry total,1.0,8045,6.7
2014,Garfield,Private industries,2.0,8045,6.9
2014,Garfield,"Agriculture, forestry, fishing and hunting",3.0,8045,-15.9
2014,Garfield,Real estate and rental and leasing,56.0,8045,-3.2
2014,Garfield,Government and government enterprises,83.0,8045,4.7
2014,Gilpin,All industry total,1.0,8047,-2
2014,Gilpin,Private industries,2.0,8047,-2.3
2014,Gilpin,"Agriculture, forestry, fishing and hunting",3.0,8047,(D)
2014,Gilpin,Real estate and rental and leasing,56.0,8047,(D)
2014,Gilpin,Government and government enterprises,83.0,8047,3
2014,Grand,All industry total,1.0,8049,4.4
2014,Grand,Private industries,2.0,8049,4.6
2014,Grand,"Agriculture, forestry, fishing and hunting",3.0,8049,22.9
2014,Grand,Real estate and rental and leasing,56.0,8049,0.9
2014,Grand,Government and government enterprises,83.0,8049,3.3
2014,Gunnison,All industry total,1.0,8051,0.4
2014,Gunnison,Private industries,2.0,8051,-0.3
2014,Gunnison,"Agriculture, forestry, fishing and hunting",3.0,8051,-35.6
2014,Gunnison,Real estate and rental and leasing,56.0,8051,1.7
2014,Gunnison,Government and government enterprises,83.0,8051,5.2
2014,Hinsdale,All industry total,1.0,8053,3.3
2014,Hinsdale,Private industries,2.0,8053,3.3
2014,Hinsdale,"Agriculture, forestry, fishing and hunting",3.0,8053,(D)
2014,Hinsdale,Real estate and rental and leasing,56.0,8053,(D)
2014,Hinsdale,Government and government enterprises,83.0,8053,3.8
2014,Huerfano,All industry total,1.0,8055,18.7
2014,Huerfano,Private industries,2.0,8055,21
2014,Huerfano,"Agriculture, forestry, fishing and hunting",3.0,8055,-25
2014,Huerfano,Real estate and rental and leasing,56.0,8055,-0.7
2014,Huerfano,Government and government enterprises,83.0,8055,0.1
2014,Jackson,All industry total,1.0,8057,21.8
2014,Jackson,Private industries,2.0,8057,25.5
2014,Jackson,"Agriculture, forestry, fishing and hunting",3.0,8057,203.5
2014,Jackson,Real estate and rental and leasing,56.0,8057,(D)
2014,Jackson,Government and government enterprises,83.0,8057,4.9
2014,Jefferson,All industry total,1.0,8059,5.3
2014,Jefferson,Private industries,2.0,8059,5.5
2014,Jefferson,"Agriculture, forestry, fishing and hunting",3.0,8059,-35.5
2014,Jefferson,Real estate and rental and leasing,56.0,8059,0.9
2014,Jefferson,Government and government enterprises,83.0,8059,3.5
2014,Kiowa,All industry total,1.0,8061,-22.9
2014,Kiowa,Private industries,2.0,8061,-25.6
2014,Kiowa,"Agriculture, forestry, fishing and hunting",3.0,8061,(D)
2014,Kiowa,Real estate and rental and leasing,56.0,8061,2.1
2014,Kiowa,Government and government enterprises,83.0,8061,-3.2
2014,Lake,All industry total,1.0,8065,5.7
2014,Lake,Private industries,2.0,8065,6.1
2014,Lake,"Agriculture, forestry, fishing and hunting",3.0,8065,(D)
2014,Lake,Real estate and rental and leasing,56.0,8065,0.4
2014,Lake,Government and government enterprises,83.0,8065,3.8
2014,Larimer,All industry total,1.0,8069,6.8
2014,Larimer,Private industries,2.0,8069,7.2
2014,Larimer,"Agriculture, forestry, fishing and hunting",3.0,8069,23.5
2014,Larimer,Real estate and rental and leasing,56.0,8069,3.6
2014,Larimer,Government and government enterprises,83.0,8069,4.6
2014,Lincoln,All industry total,1.0,8073,13.7
2014,Lincoln,Private industries,2.0,8073,16.4
2014,Lincoln,"Agriculture, forestry, fishing and hunting",3.0,8073,(D)
2014,Lincoln,Real estate and rental and leasing,56.0,8073,0.8
2014,Lincoln,Government and government enterprises,83.0,8073,2
2014,Logan,All industry total,1.0,8075,3.7
2014,Logan,Private industries,2.0,8075,3.9
2014,Logan,"Agriculture, forestry, fishing and hunting",3.0,8075,2.9
2014,Logan,Real estate and rental and leasing,56.0,8075,3.9
2014,Logan,Government and government enterprises,83.0,8075,2.2
2014,Mesa,All industry total,1.0,8077,3.6
2014,Mesa,Private industries,2.0,8077,3.3
2014,Mesa,"Agriculture, forestry, fishing and hunting",3.0,8077,60.9
2014,Mesa,Real estate and rental and leasing,56.0,8077,-0.2
2014,Mesa,Government and government enterprises,83.0,8077,5.4
2014,Mineral,All industry total,1.0,8079,-1
2014,Mineral,Private industries,2.0,8079,-1.1
2014,Mineral,"Agriculture, forestry, fishing and hunting",3.0,8079,(D)
2014,Mineral,Real estate and rental and leasing,56.0,8079,(D)
2014,Mineral,Government and government enterprises,83.0,8079,0
2014,Moffat,All industry total,1.0,8081,6.4
2014,Moffat,Private industries,2.0,8081,7.9
2014,Moffat,"Agriculture, forestry, fishing and hunting",3.0,8081,436.6
2014,Moffat,Real estate and rental and leasing,56.0,8081,0
2014,Moffat,Government and government enterprises,83.0,8081,-11.6
2014,Montezuma,All industry total,1.0,8083,23.5
2014,Montezuma,Private industries,2.0,8083,26.6
2014,Montezuma,"Agriculture, forestry, fishing and hunting",3.0,8083,-16.5
2014,Montezuma,Real estate and rental and leasing,56.0,8083,-1.3
2014,Montezuma,Government and government enterprises,83.0,8083,1
2014,Montrose,All industry total,1.0,8085,2.8
2014,Montrose,Private industries,2.0,8085,2.5
2014,Montrose,"Agriculture, forestry, fishing and hunting",3.0,8085,139.2
2014,Montrose,Real estate and rental and leasing,56.0,8085,1.3
2014,Montrose,Government and government enterprises,83.0,8085,4.3
2014,Morgan,All industry total,1.0,8087,5.9
2014,Morgan,Private industries,2.0,8087,6.4
2014,Morgan,"Agriculture, forestry, fishing and hunting",3.0,8087,27.2
2014,Morgan,Real estate and rental and leasing,56.0,8087,1.2
2014,Morgan,Government and government enterprises,83.0,8087,0.7
2014,Otero,All industry total,1.0,8089,-3.3
2014,Otero,Private industries,2.0,8089,-4.6
2014,Otero,"Agriculture, forestry, fishing and hunting",3.0,8089,-15.9
2014,Otero,Real estate and rental and leasing,56.0,8089,-2.1
2014,Otero,Government and government enterprises,83.0,8089,3.7
2014,Ouray,All industry total,1.0,8091,5.4
2014,Ouray,Private industries,2.0,8091,5.4
2014,Ouray,"Agriculture, forestry, fishing and hunting",3.0,8091,(D)
2014,Ouray,Real estate and rental and leasing,56.0,8091,4
2014,Ouray,Government and government enterprises,83.0,8091,5.2
2014,Park,All industry total,1.0,8093,1
2014,Park,Private industries,2.0,8093,0.8
2014,Park,"Agriculture, forestry, fishing and hunting",3.0,8093,(D)
2014,Park,Real estate and rental and leasing,56.0,8093,-0.1
2014,Park,Government and government enterprises,83.0,8093,2.7
2014,Phillips,All industry total,1.0,8095,0.6
2014,Phillips,Private industries,2.0,8095,-0.3
2014,Phillips,"Agriculture, forestry, fishing and hunting",3.0,8095,-3.9
2014,Phillips,Real estate and rental and leasing,56.0,8095,1.8
2014,Phillips,Government and government enterprises,83.0,8095,6.1
2014,Pitkin,All industry total,1.0,8097,8.3
2014,Pitkin,Private industries,2.0,8097,8.5
2014,Pitkin,"Agriculture, forestry, fishing and hunting",3.0,8097,(D)
2014,Pitkin,Real estate and rental and leasing,56.0,8097,15
2014,Pitkin,Government and government enterprises,83.0,8097,6.5
2014,Prowers,All industry total,1.0,8099,-7.4
2014,Prowers,Private industries,2.0,8099,-8.6
2014,Prowers,"Agriculture, forestry, fishing and hunting",3.0,8099,-17.9
2014,Prowers,Real estate and rental and leasing,56.0,8099,0.5
2014,Prowers,Government and government enterprises,83.0,8099,0.8
2014,Pueblo,All industry total,1.0,8101,1.6
2014,Pueblo,Private industries,2.0,8101,1.5
2014,Pueblo,"Agriculture, forestry, fishing and hunting",3.0,8101,1.4
2014,Pueblo,Real estate and rental and leasing,56.0,8101,-1.9
2014,Pueblo,Government and government enterprises,83.0,8101,2.1
2014,Routt,All industry total,1.0,8107,-0.3
2014,Routt,Private industries,2.0,8107,-0.5
2014,Routt,"Agriculture, forestry, fishing and hunting",3.0,8107,(D)
2014,Routt,Real estate and rental and leasing,56.0,8107,2.3
2014,Routt,Government and government enterprises,83.0,8107,2.4
2014,Saguache,All industry total,1.0,8109,-1.6
2014,Saguache,Private industries,2.0,8109,-2.3
2014,Saguache,"Agriculture, forestry, fishing and hunting",3.0,8109,-7.4
2014,Saguache,Real estate and rental and leasing,56.0,8109,0
2014,Saguache,Government and government enterprises,83.0,8109,1.6
2014,Sedgwick,All industry total,1.0,8115,0.1
2014,Sedgwick,Private industries,2.0,8115,-0.4
2014,Sedgwick,"Agriculture, forestry, fishing and hunting",3.0,8115,(D)
2014,Sedgwick,Real estate and rental and leasing,56.0,8115,(D)
2014,Sedgwick,Government and government enterprises,83.0,8115,3.3
2014,Summit,All industry total,1.0,8117,4.6
2014,Summit,Private industries,2.0,8117,4.5
2014,Summit,"Agriculture, forestry, fishing and hunting",3.0,8117,(D)
2014,Summit,Real estate and rental and leasing,56.0,8117,-1.3
2014,Summit,Government and government enterprises,83.0,8117,5.9
2014,Teller,All industry total,1.0,8119,5.9
2014,Teller,Private industries,2.0,8119,6
2014,Teller,"Agriculture, forestry, fishing and hunting",3.0,8119,(D)
2014,Teller,Real estate and rental and leasing,56.0,8119,-2
2014,Teller,Government and government enterprises,83.0,8119,4.9
2014,Washington,All industry total,1.0,8121,-10.2
2014,Washington,Private industries,2.0,8121,-11.7
2014,Washington,"Agriculture, forestry, fishing and hunting",3.0,8121,-33
2014,Washington,Real estate and rental and leasing,56.0,8121,(D)
2014,Washington,Government and government enterprises,83.0,8121,1.8
2014,Weld,All industry total,1.0,8123,18.6
2014,Weld,Private industries,2.0,8123,19.6
2014,Weld,"Agriculture, forestry, fishing and hunting",3.0,8123,24.1
2014,Weld,Real estate and rental and leasing,56.0,8123,4.2
2014,Weld,Government and government enterprises,83.0,8123,5
2014,Yuma,All industry total,1.0,8125,-0.5
2014,Yuma,Private industries,2.0,8125,-0.7
2014,Yuma,"Agriculture, forestry, fishing and hunting",3.0,8125,-16.6
2014,Yuma,Real estate and rental and leasing,56.0,8125,0.2
2014,Yuma,Government and government enterprises,83.0,8125,2.3
2015,Adams,All industry total,1.0,8001,6.7
2015,Adams,Private industries,2.0,8001,6.3
2015,Adams,"Agriculture, forestry, fishing and hunting",3.0,8001,(D)
2015,Adams,Real estate and rental and leasing,56.0,8001,8.2
2015,Adams,Government and government enterprises,83.0,8001,8.9
2015,Alamosa,All industry total,1.0,8003,8.9
2015,Alamosa,Private industries,2.0,8003,10
2015,Alamosa,"Agriculture, forestry, fishing and hunting",3.0,8003,61.8
2015,Alamosa,Real estate and rental and leasing,56.0,8003,7.6
2015,Alamosa,Government and government enterprises,83.0,8003,4.8
2015,Arapahoe,All industry total,1.0,8005,5.9
2015,Arapahoe,Private industries,2.0,8005,5.8
2015,Arapahoe,"Agriculture, forestry, fishing and hunting",3.0,8005,22.1
2015,Arapahoe,Real estate and rental and leasing,56.0,8005,8.2
2015,Arapahoe,Government and government enterprises,83.0,8005,7.3
2015,Archuleta,All industry total,1.0,8007,0.9
2015,Archuleta,Private industries,2.0,8007,-0.3
2015,Archuleta,"Agriculture, forestry, fishing and hunting",3.0,8007,5.5
2015,Archuleta,Real estate and rental and leasing,56.0,8007,7.5
2015,Archuleta,Government and government enterprises,83.0,8007,10.4
2015,Baca,All industry total,1.0,8009,-19.1
2015,Baca,Private industries,2.0,8009,-26.2
2015,Baca,"Agriculture, forestry, fishing and hunting",3.0,8009,-72.4
2015,Baca,Real estate and rental and leasing,56.0,8009,(D)
2015,Baca,Government and government enterprises,83.0,8009,5.7
2015,Bent,All industry total,1.0,8011,-3.4
2015,Bent,Private industries,2.0,8011,-4.5
2015,Bent,"Agriculture, forestry, fishing and hunting",3.0,8011,-26.6
2015,Bent,Real estate and rental and leasing,56.0,8011,(D)
2015,Bent,Government and government enterprises,83.0,8011,3
2015,Boulder,All industry total,1.0,8013,6.1
2015,Boulder,Private industries,2.0,8013,5.9
2015,Boulder,"Agriculture, forestry, fishing and hunting",3.0,8013,100.1
2015,Boulder,Real estate and rental and leasing,56.0,8013,10
2015,Boulder,Government and government enterprises,83.0,8013,8
2015,Broomfield,All industry total,1.0,8014,4.2
2015,Broomfield,Private industries,2.0,8014,4.1
2015,Broomfield,"Agriculture, forestry, fishing and hunting",3.0,8014,186.9
2015,Broomfield,Real estate and rental and leasing,56.0,8014,13.7
2015,Broomfield,Government and government enterprises,83.0,8014,11
2015,Chaffee,All industry total,1.0,8015,7.4
2015,Chaffee,Private industries,2.0,8015,7
2015,Chaffee,"Agriculture, forestry, fishing and hunting",3.0,8015,246.4
2015,Chaffee,Real estate and rental and leasing,56.0,8015,8.7
2015,Chaffee,Government and government enterprises,83.0,8015,9
2015,Cheyenne,All industry total,1.0,8017,-39.2
2015,Cheyenne,Private industries,2.0,8017,-42.5
2015,Cheyenne,"Agriculture, forestry, fishing and hunting",3.0,8017,-78.1
2015,Cheyenne,Real estate and rental and leasing,56.0,8017,(D)
2015,Cheyenne,Government and government enterprises,83.0,8017,4.7
2015,Conejos,All industry total,1.0,8021,10.6
2015,Conejos,Private industries,2.0,8021,13.9
2015,Conejos,"Agriculture, forestry, fishing and hunting",3.0,8021,46.7
2015,Conejos,Real estate and rental and leasing,56.0,8021,(D)
2015,Conejos,Government and government enterprises,83.0,8021,-7.2
2015,Costilla,All industry total,1.0,8023,8.4
2015,Costilla,Private industries,2.0,8023,9.3
